award_id,award_date,vendor_name,award_amount,category,department,country,contract_type,fiscal_year
LC-2023-04186,2023-02-28,Cleaning Pro Services,8427.15,Catering & Food,Sales,USA,Fixed Price,2023.0
LC-2023-04187,2023-12-02,Oficentro Internacional,500000.0,Logistics & Transport,Legal,USA,Time & Materials,2023.0
LC-2022-04188,2022-05-26,Cleaning Pro Services,1678.97,Catering & Food,Operations,USA,Framework Agreement,2022.0
LC-2023-04189,2023-04-11,DataCenter Solutions,2630.85,Medical Supplies,Operations,Panama,Framework Agreement,2023.0
LC-2023-04190,2023-04-11,Grupo Logístico del Istmo,33666.29,Maintenance & Repair,Sales,Panama,Framework Agreement,2023.0
LC-2022-04191,2022-04-09,Cleaning Pro Services,8899.04,Catering & Food,Sales,Panama,Fixed Price,2022.0
LC-2022-04192,2022-10-28,Distribuidora Global S.A.,49824.44,IT & Technology,Legal,Panama,Spot Purchase,2022.0
LC-2022-04193,2022-05-13,Cleaning Pro Services,33730.03,Catering & Food,Operations,Panama,Spot Purchase,2022.0
LC-2023-04194,2023-07-08,DISTRIBUIDORA GLOBAL S.A.,1975.01,IT & Technology,Legal,Panama,Time & Materials,2023.0
LC-2023-04195,2023-07-16,Cleaning Pro Services,136.95,Catering & Food,HR,Panama,Spot Purchase,2023.0
LC-2023-04196,2023-01-14,Grupo Logístico del Istmo,20029.19,Maintenance & Repair,Operations,Panama,Spot Purchase,2023.0
LC-2022-04197,2022-03-06,Mantenimiento Integral,25487.68,Office Supplies,Logistics,Panama,Time & Materials,2022.0
LC-2022-04198,2022-11-27,Distribuidora Global S.A.,5548.16,IT & Technology,Finance,Costa Rica,Time & Materials,2022.0
LC-2023-04199,2023-06-18,TechSupplies Panama,983.23,Office Supplies,Legal,Panama,Fixed Price,2023.0
LC-2022-04200,2022-07-04,Oficentro Internacional,72071.6,Logistics & Transport,Legal,Panama,Spot Purchase,2022.0
LC-2022-04201,2022-08-22,Seguridad Total Corp,7083.23,IT & Technology,Operations,Colombia,Framework Agreement,2022.0
LC-2022-04202,2022-01-18,Distribuidora Global S.A.,9815.81,IT & Technology,Logistics,Panama,Spot Purchase,2022.0
LC-2022-04203,,Oficentro Internacional,11129.48,Logistics & Transport,HR,Panama,Time & Materials,
LC-2022-04204,2022-09-22,Distribuidora Global S.A.,11342.45,IT & Technology,HR,USA,Framework Agreement,2022.0
LC-2023-04205,2023-07-06,Mantenimiento Integral,5801.1,Office Supplies,Finance,Panama,Fixed Price,2023.0
LC-2023-04206,2023-05-09,Transportes Rápidos S.A.,1920.86,Marketing,IT,Colombia,Spot Purchase,2023.0
LC-2023-04207,2023-03-14,Oficentro Internacional,65701.48,Logistics & Transport,HR,Panama,Fixed Price,2023.0
LC-2023-04208,2023-05-30,FERREMAX INDUSTRIAL,1181.39,Professional Services,Administration,Colombia,Fixed Price,2023.0
LC-2022-04209,2022-06-16,Transportes Rápidos S.A.,1359.3,Marketing,Legal,Panama,Framework Agreement,2022.0
LC-2023-04210,2023-01-06,Seguridad Total Corp,907.7,IT & Technology,Legal,Panama,Framework Agreement,2023.0
LC-2022-04211,2022-08-07,Consultoría Estratégica,3345.89,Medical Supplies,Sales,Panama,Spot Purchase,2022.0
LC-2023-04212,2023-10-04,MedEquip Latinoamerica,2192.79,Security,IT,Costa Rica,Spot Purchase,2023.0
LC-2022-04213,2022-04-30,Distribuidora Global S.A.,94599.98,IT & Technology,Sales,Panama,Framework Agreement,2022.0
LC-2022-04214,2022-12-06,MedEquip Latinoamerica,302.17,Security,HR,USA,Fixed Price,2022.0
LC-2022-04215,2022-06-12,TechSupplies Panama,,Office Supplies,Marketing,Panama,Spot Purchase,2022.0
LC-2023-04216,2023-06-30,Grupo Logístico del Istmo,70969.37,Maintenance & Repair,Legal,Costa Rica,Fixed Price,2023.0
LC-2023-04217,2023-11-13,Oficentro Internacional,337046.75,Logistics & Transport,Marketing,Panama,Fixed Price,2023.0
LC-2023-04218,2023-07-23,Distribuidora Global S.A.,20371.27,IT & Technology,IT,Costa Rica,Spot Purchase,2023.0
LC-2022-04219,2022-04-08,Papelería y Más,7995.93,Uniforms & PPE,HR,Panama,Time & Materials,2022.0
LC-2022-04220,2022-08-14,Transportes Rápidos S.A.,,Marketing,Finance,Panama,Framework Agreement,2022.0
LC-2022-04221,2022-05-26,Grupo Logístico del Istmo,2058.33,Maintenance & Repair,Logistics,Panama,Framework Agreement,2022.0
LC-2022-04222,2022-07-29,Oficentro Internacional,100080.41,Logistics & Transport,Procurement,Panama,Framework Agreement,2022.0
LC-2022-04223,2022-08-21,Ferremax Industrial,36074.0,Professional Services,Finance,Colombia,Framework Agreement,2022.0
LC-2023-04224,2023-09-23,Cleaning Pro Services,28789.59,Catering & Food,Procurement,Panama,Spot Purchase,2023.0
LC-2022-04225,2022-11-05,Papelería y Más,626.34,Uniforms & PPE,Logistics,Panama,Framework Agreement,2022.0
LC-2023-04226,2023-10-04,MedEquip Latinoamerica,10719.86,Security,Sales,USA,Spot Purchase,2023.0
LC-2022-04227,2022-02-24,Catering Express Panama,81082.85,Logistics & Transport,Procurement,USA,Spot Purchase,2022.0
LC-2023-04228,2023-05-27,Distribuidora Global S.A.,60092.89,IT & Technology,Sales,USA,Time & Materials,2023.0
LC-2022-04229,2022-10-23,FleetCars Panama,7441.83,Security,Marketing,Panama,Spot Purchase,2022.0
LC-2022-04230,2022-08-23,TechSupplies Panama,36690.29,Office Supplies,HR,Panama,Time & Materials,2022.0
LC-2023-04231,2023-04-07,Energía Renovable S.A.,465.76,Catering & Food,Procurement,Panama,Framework Agreement,2023.0
LC-2023-04232,2023-07-23,Energía Renovable S.A.,37547.4,Catering & Food,Marketing,Panama,Spot Purchase,2023.0
LC-2022-04233,2022-08-15,Ferremax Industrial,17447.83,Professional Services,Operations,Panama,Fixed Price,2022.0
LC-2023-04234,2023-11-20,Seguridad Total Corp,10474.77,IT & Technology,Legal,Panama,Fixed Price,2023.0
LC-2022-04235,2022-07-05,TechSupplies Panama,5565.59,Office Supplies,Marketing,Panama,Fixed Price,2022.0
LC-2023-04236,2023-07-05,Cleaning Pro Services,837.83,Catering & Food,IT,USA,Spot Purchase,2023.0
LC-2023-04237,2023-09-06,Ferremax Industrial,203232.29,Professional Services,Legal,Panama,Time & Materials,2023.0
LC-2023-04238,2023-08-07,Papelería y Más,2919.15,Uniforms & PPE,Sales,Colombia,Spot Purchase,2023.0
LC-2023-04239,2023-07-11,Grupo Logístico del Istmo,207716.73,Maintenance & Repair,Legal,Panama,Framework Agreement,2023.0
LC-2023-04240,2023-06-18,Oficentro Internacional,33061.45,Logistics & Transport,Logistics,Panama,Framework Agreement,2023.0
LC-2023-04241,2023-03-20,MedEquip Latinoamerica,310.18,Security,Finance,USA,Framework Agreement,2023.0
LC-2023-04242,2023-04-24,Distribuidora Global S.A.,105924.42,IT & Technology,Legal,Costa Rica,Time & Materials,2023.0
LC-2023-04243,2023-01-21,Distribuidora Global S.A.,17892.36,IT & Technology,Marketing,Costa Rica,Time & Materials,2023.0
LC-2023-04244,2023-01-06,Transportes Rápidos S.A.,14017.1,Marketing,Sales,USA,Framework Agreement,2023.0
LC-2022-04245,2022-03-17,Transportes Rápidos S.A.,5104.19,Marketing,Administration,Panama,Time & Materials,2022.0
LC-2022-04246,2022-07-18,FleetCars Panama,485.57,Security,IT,Mexico,Spot Purchase,2022.0
LC-2023-04247,2023-06-17,TechSupplies Panama,44229.79,Office Supplies,Legal,Panama,Spot Purchase,2023.0
LC-2022-04248,2022-08-02,Grupo Logístico del Istmo,500000.0,Maintenance & Repair,Marketing,Panama,Fixed Price,2022.0
LC-2022-04249,2022-08-14,Suministros Médicos del Sur,10295.68,Uniforms & PPE,Finance,USA,Framework Agreement,2022.0
LC-2023-04250,2023-03-19,MedEquip Latinoamerica,4508.52,Security,Marketing,Panama,Time & Materials,2023.0
LC-2023-04251,2023-02-20,Cleaning Pro Services,24661.91,Catering & Food,Operations,Colombia,Spot Purchase,2023.0
LC-2022-04252,2022-12-09,Distribuidora Global S.A.,46760.88,IT & Technology,IT,USA,Fixed Price,2022.0
LC-2023-04253,2023-05-27,TechSupplies Panama,46697.27,Office Supplies,IT,Panama,Framework Agreement,2023.0
LC-2023-04254,2023-06-22,Cleaning Pro Services,955.81,Catering & Food,Operations,Panama,Fixed Price,2023.0
LC-2022-04255,2022-11-16,Seguridad Total Corp,6979.78,IT & Technology,Logistics,Panama,Fixed Price,2022.0
LC-2022-04256,2022-08-18,Cleaning Pro Services,23229.19,Catering & Food,Finance,Panama,Spot Purchase,2022.0
LC-2023-04257,2023-11-14,Cleaning Pro Services,1402.35,Catering & Food,Administration,Panama,Spot Purchase,2023.0
LC-2022-04258,2022-07-05,Cleaning Pro Services,41636.97,Catering & Food,Legal,Panama,Fixed Price,2022.0
LC-2023-04259,2023-06-06,TechSupplies Panama,32531.13,Office Supplies,HR,Panama,Framework Agreement,2023.0
LC-2022-04260,2022-04-17,TechSupplies Panama,12514.92,Office Supplies,Logistics,Panama,Spot Purchase,2022.0
LC-2022-04261,,FleetCars Panama,21948.37,Security,Procurement,USA,Time & Materials,
LC-2023-04262,2023-04-23,Distribuidora Global S.A.,25741.17,IT & Technology,Sales,Panama,Fixed Price,2023.0
LC-2023-04263,2023-06-05,Papelería y Más,15356.17,Uniforms & PPE,Legal,Panama,Spot Purchase,2023.0
LC-2022-04264,2022-02-05,IT Solutions Group,3172.78,Maintenance & Repair,Marketing,Panama,Fixed Price,2022.0
LC-2023-04265,2023-05-06,Ferremax Industrial,33799.75,Professional Services,Sales,USA,Spot Purchase,2023.0
LC-2023-04266,2023-02-25,Oficentro Internacional,65661.78,Logistics & Transport,IT,Colombia,Time & Materials,2023.0
LC-2023-04267,2023-05-20,Grupo Logístico del Istmo,51486.58,Maintenance & Repair,HR,USA,Spot Purchase,2023.0
LC-2023-04268,2023-06-15,Grupo Logístico del Istmo,3312.18,Maintenance & Repair,Legal,Panama,Framework Agreement,2023.0
LC-2023-04269,2023-03-30,Oficentro Internacional,9456.97,Logistics & Transport,Administration,Colombia,Framework Agreement,2023.0
LC-2022-04270,2022-09-16,Mantenimiento Integral,19813.42,Office Supplies,IT,Panama,Spot Purchase,2022.0
LC-2022-04271,2022-09-05,Distribuidora Global S.A.,30990.5,IT & Technology,Operations,Mexico,Framework Agreement,2022.0
LC-2022-04272,2022-11-19,MedEquip Latinoamerica,2240.39,Security,Logistics,Colombia,Spot Purchase,2022.0
LC-2022-04273,2022-10-14,IT Solutions Group,640.43,Maintenance & Repair,IT,Panama,Framework Agreement,2022.0
LC-2023-04274,2023-06-29,Ferremax Industrial,9939.94,Professional Services,Operations,Panama,Time & Materials,2023.0
LC-2022-04275,2022-09-11,Grupo Logístico del Istmo,3209.41,Maintenance & Repair,IT,Panama,Fixed Price,2022.0
LC-2023-04276,2023-05-02,MedEquip Latinoamerica,4222.06,Security,Logistics,Mexico,Fixed Price,2023.0
LC-2023-04277,2023-01-31,IT Solutions Group,2002.88,Maintenance & Repair,Finance,Panama,Fixed Price,2023.0
LC-2022-04278,2022-05-25,Catering Express Panama,1152.99,Logistics & Transport,Sales,Panama,Fixed Price,2022.0
LC-2022-04279,2022-07-26,Ferremax Industrial,33464.88,Professional Services,Administration,Panama,Time & Materials,2022.0
LC-2023-04280,2023-03-19,DataCenter Solutions,8484.16,Medical Supplies,Logistics,Colombia,Spot Purchase,2023.0
LC-2022-04281,2022-09-28,Consultoría Estratégica,113527.11,Medical Supplies,Procurement,Panama,Spot Purchase,2022.0
LC-2022-04282,2022-02-24,Transportes Rápidos S.A.,508.86,Marketing,Administration,Panama,Fixed Price,2022.0
LC-2023-04283,2023-11-30,Grupo Logístico del Istmo,145984.72,Maintenance & Repair,Procurement,USA,Fixed Price,2023.0
LC-2023-04284,2023-05-03,Publicidad Digital LATAM,21155.44,Marketing,Logistics,USA,Spot Purchase,2023.0
LC-2022-04285,2022-09-27,Suministros Médicos del Sur,1527.46,Uniforms & PPE,Operations,Panama,Fixed Price,2022.0
LC-2023-04286,2023-06-25,DataCenter Solutions,6666.52,Medical Supplies,Logistics,Costa Rica,Spot Purchase,2023.0
LC-2023-04287,2023-02-24,Mantenimiento Integral,2473.9,Office Supplies,Sales,Colombia,Time & Materials,2023.0
LC-2023-04288,2023-03-20,Grupo Logístico del Istmo,45379.98,Maintenance & Repair,Marketing,USA,Framework Agreement,2023.0
LC-2022-04289,2022-06-13,Catering Express Panama,47273.09,Logistics & Transport,Marketing,Colombia,Fixed Price,2022.0
LC-2022-04290,2022-05-11,FleetCars Panama,12190.46,Security,IT,USA,Fixed Price,2022.0
LC-2023-04291,2023-12-18,DataCenter Solutions,10539.79,Medical Supplies,Marketing,Panama,Fixed Price,2023.0
LC-2022-04292,2022-12-09,Ferremax Industrial,21668.8,Professional Services,Marketing,Panama,Fixed Price,2022.0
LC-2023-04293,2023-10-06,Ferremax Industrial,6118.87,Professional Services,Finance,Mexico,Fixed Price,2023.0
LC-2022-04294,2022-02-11,Distribuidora Global S.A.,28277.96,IT & Technology,Operations,Panama,Framework Agreement,2022.0
LC-2023-04295,2023-06-09,Seguridad Total Corp,30028.8,IT & Technology,Logistics,Panama,Framework Agreement,2023.0
LC-2023-04296,2023-03-20,MedEquip Latinoamerica,497.33,Security,Sales,Panama,Time & Materials,2023.0
LC-2023-04297,,Transportes Rápidos S.A.,1009.66,Marketing,Logistics,Panama,Time & Materials,
LC-2023-04298,2023-11-11,Distribuidora Global S.A.,42256.83,IT & Technology,Procurement,USA,Time & Materials,2023.0
LC-2023-04299,2023-06-16,Papelería y Más,1122.17,Uniforms & PPE,Finance,Panama,Spot Purchase,2023.0
LC-2023-04300,2023-08-25,Consultoría Estratégica,1496.99,Medical Supplies,Logistics,Panama,Framework Agreement,2023.0
LC-2023-04301,2023-03-23,Cleaning Pro Services,,Catering & Food,Procurement,Colombia,Framework Agreement,2023.0
LC-2022-04302,2022-05-08,Grupo Logístico del Istmo,7053.36,Maintenance & Repair,Administration,Mexico,Fixed Price,2022.0
LC-2023-04303,2023-01-26,DataCenter Solutions,1140.04,Medical Supplies,HR,USA,Spot Purchase,2023.0
LC-2022-04304,2022-12-28,UNIFORMS & WORKWEAR CO.,14117.1,Professional Services,IT,Panama,Spot Purchase,2022.0
LC-2022-04305,2022-10-09,Ferremax Industrial,7564.01,Professional Services,Administration,Panama,Framework Agreement,2022.0
LC-2022-04306,2022-05-01,Transportes Rápidos S.A.,447.28,Marketing,IT,Panama,Fixed Price,2022.0
LC-2022-04307,2022-01-23,TechSupplies Panama,17051.1,Office Supplies,Marketing,Panama,Fixed Price,2022.0
LC-2023-04308,2023-06-14,MedEquip Latinoamerica,14734.3,Security,Operations,Mexico,Spot Purchase,2023.0
LC-2022-04309,2022-02-27,IT Solutions Group,3657.8,Maintenance & Repair,Operations,USA,Time & Materials,2022.0
LC-2023-04310,2023-03-31,Transportes Rápidos S.A.,2448.25,Marketing,IT,USA,Framework Agreement,2023.0
LC-2022-04311,2022-10-05,TechSupplies Panama,38300.97,Office Supplies,Marketing,Costa Rica,Time & Materials,2022.0
LC-2023-04312,2023-07-03,TechSupplies Panama,4470.03,Office Supplies,Finance,Panama,Fixed Price,2023.0
LC-2022-04313,2022-05-15,Seguridad Total Corp,10322.26,IT & Technology,HR,Panama,Framework Agreement,2022.0
LC-2023-04314,2023-12-04,Oficentro Internacional,57533.46,Logistics & Transport,Sales,Panama,Spot Purchase,2023.0
LC-2022-04315,2022-09-07,Papelería y Más,2659.88,Uniforms & PPE,Sales,Panama,Fixed Price,2022.0
LC-2022-04316,2022-09-26,Papelería y Más,22223.08,Uniforms & PPE,Administration,Panama,Framework Agreement,2022.0
LC-2023-04317,2023-06-09,Mantenimiento Integral,905.74,Office Supplies,Operations,Costa Rica,Framework Agreement,2023.0
LC-2023-04318,2023-06-07,Transportes Rápidos S.A.,26685.18,Marketing,Sales,Costa Rica,Fixed Price,2023.0
LC-2022-04319,2022-01-28,Transportes Rápidos S.A.,6196.5,Marketing,Operations,Panama,Framework Agreement,2022.0
LC-2023-04320,2023-01-13,Grupo Logístico del Istmo,24249.15,Maintenance & Repair,Sales,USA,Time & Materials,2023.0
LC-2023-04321,2023-04-03,Distribuidora Global S.A.,35459.68,IT & Technology,HR,Colombia,Time & Materials,2023.0
LC-2023-04322,2023-01-17,Catering Express Panama,4184.33,Logistics & Transport,Procurement,USA,Framework Agreement,2023.0
LC-2022-04323,2022-06-01,Transportes Rápidos S.A.,30651.12,Marketing,HR,Panama,Spot Purchase,2022.0
LC-2022-04324,2022-01-18,TechSupplies Panama,9976.47,Office Supplies,Administration,USA,Fixed Price,2022.0
LC-2023-04325,2023-08-06,Uniforms & Workwear Co.,1565.91,Professional Services,Administration,Panama,Framework Agreement,2023.0
LC-2022-04326,2022-05-16,FleetCars Panama,23259.16,Security,Finance,Panama,Spot Purchase,2022.0
LC-2022-04327,2022-12-04,DataCenter Solutions,2011.62,Medical Supplies,Procurement,Panama,Time & Materials,2022.0
LC-2022-04328,2022-09-27,Energía Renovable S.A.,18973.52,Catering & Food,Procurement,Panama,Spot Purchase,2022.0
LC-2023-04329,2023-05-18,Distribuidora Global S.A.,279099.37,IT & Technology,HR,Mexico,Time & Materials,2023.0
LC-2023-04330,2023-12-12,Mantenimiento Integral,2690.03,Office Supplies,Logistics,Panama,Fixed Price,2023.0
LC-2022-04331,2022-10-17,Energía Renovable S.A.,13657.49,Catering & Food,Operations,Panama,Framework Agreement,2022.0
LC-2023-04332,2023-01-08,Oficentro Internacional,9095.81,Logistics & Transport,Sales,USA,Framework Agreement,2023.0
LC-2022-04333,2022-07-28,Grupo Logístico del Istmo,89830.51,Maintenance & Repair,Marketing,Colombia,Time & Materials,2022.0
LC-2023-04334,2023-07-28,Transportes Rápidos S.A.,6628.51,Marketing,Legal,Panama,Fixed Price,2023.0
LC-2023-04335,2023-05-30,Oficentro Internacional,64064.52,Logistics & Transport,Administration,Panama,Fixed Price,2023.0
LC-2023-04336,2023-11-28,Distribuidora Global S.A.,16735.94,IT & Technology,Finance,Panama,Framework Agreement,2023.0
LC-2022-04337,2022-08-17,Cleaning Pro Services,406.82,Catering & Food,Administration,Panama,Time & Materials,2022.0
LC-2022-04338,2022-02-06,Energía Renovable S.A.,10455.44,Catering & Food,IT,Panama,Spot Purchase,2022.0
LC-2022-04339,2022-04-01,Suministros Médicos del Sur,222.49,Uniforms & PPE,Marketing,Panama,Fixed Price,2022.0
LC-2023-04340,2023-01-14,TechSupplies Panama,24814.4,Office Supplies,Finance,Panama,Fixed Price,2023.0
LC-2023-04341,2023-12-04,Oficentro Internacional,112354.94,Logistics & Transport,Operations,USA,Time & Materials,2023.0
LC-2022-04342,2022-07-09,Cleaning Pro Services,6554.1,Catering & Food,IT,USA,Fixed Price,2022.0
LC-2023-04343,2023-11-02,MedEquip Latinoamerica,91355.52,Security,Procurement,USA,Time & Materials,2023.0
LC-2023-04344,2023-06-17,TechSupplies Panama,124259.95,Office Supplies,Logistics,Panama,Spot Purchase,2023.0
LC-2022-04345,2022-05-19,Grupo Logístico del Istmo,16569.55,Maintenance & Repair,IT,Costa Rica,Framework Agreement,2022.0
LC-2023-04346,2023-02-19,Transportes Rápidos S.A.,5120.31,Marketing,HR,Panama,Time & Materials,2023.0
LC-2022-04347,2022-09-21,Mantenimiento Integral,4577.66,Office Supplies,Logistics,Panama,Fixed Price,2022.0
LC-2023-04348,2023-02-21,Seguridad Total Corp,457.94,IT & Technology,Procurement,USA,Spot Purchase,2023.0
LC-2022-04349,2022-11-06,MedEquip Latinoamerica,1199.19,Security,Marketing,USA,Spot Purchase,2022.0
LC-2023-04350,2023-01-29,MedEquip Latinoamerica,2119.34,Security,Finance,Panama,Framework Agreement,2023.0
LC-2022-04351,2022-12-01,Cleaning Pro Services,231.75,Catering & Food,Sales,Panama,Fixed Price,2022.0
LC-2022-04352,2022-06-06,TechSupplies Panama,38445.32,Office Supplies,Administration,Panama,Fixed Price,2022.0
LC-2022-04353,2022-10-02,Distribuidora Global S.A.,26933.17,IT & Technology,Marketing,USA,Spot Purchase,2022.0
LC-2023-04354,2023-11-09,DataCenter Solutions,399.68,Medical Supplies,Marketing,Panama,Fixed Price,2023.0
LC-2022-04355,2022-09-30,Seguridad Total Corp,9012.06,IT & Technology,HR,Panama,Time & Materials,2022.0
LC-2023-04356,2023-05-13,Distribuidora Global S.A.,85737.65,IT & Technology,Procurement,Panama,Time & Materials,2023.0
LC-2023-04357,2023-05-19,Grupo Logístico del Istmo,47688.3,Maintenance & Repair,Finance,Panama,Spot Purchase,2023.0
LC-2022-04358,2022-02-22,Publicidad Digital LATAM,3022.68,Marketing,Procurement,USA,Time & Materials,2022.0
LC-2023-04359,2023-11-10,Grupo Logístico del Istmo,73845.52,Maintenance & Repair,Sales,Colombia,Spot Purchase,2023.0
LC-2023-04360,2023-07-30,Publicidad Digital LATAM,13634.12,Marketing,Procurement,USA,Spot Purchase,2023.0
LC-2023-04361,2023-10-30,Distribuidora Global S.A.,52516.58,IT & Technology,HR,Panama,Spot Purchase,2023.0
LC-2023-04362,2023-04-24,Oficentro Internacional,13500.27,Logistics & Transport,Legal,Panama,Time & Materials,2023.0
LC-2022-04363,2022-07-01,Grupo Logístico del Istmo,50610.83,Maintenance & Repair,IT,Panama,Framework Agreement,2022.0
LC-2023-04364,2023-04-12,Transportes Rápidos S.A.,29531.74,Marketing,Legal,Panama,Framework Agreement,2023.0
LC-2023-04365,2023-08-09,TechSupplies Panama,17748.3,Office Supplies,Finance,Colombia,Fixed Price,2023.0
LC-2023-04366,2023-10-05,Distribuidora Global S.A.,450236.02,IT & Technology,Sales,Panama,Framework Agreement,2023.0
LC-2023-04367,2023-10-03,MedEquip Latinoamerica,2234.01,Security,Operations,USA,Fixed Price,2023.0
LC-2023-04368,2023-03-10,TechSupplies Panama,37755.57,Office Supplies,Administration,USA,Spot Purchase,2023.0
LC-2022-04369,2022-10-13,Ferremax Industrial,16204.06,Professional Services,Administration,Colombia,Fixed Price,2022.0
LC-2023-04370,2023-05-18,Grupo Logístico del Istmo,47473.41,Maintenance & Repair,Marketing,USA,Fixed Price,2023.0
LC-2023-04371,2023-11-02,Distribuidora Global S.A.,4488.77,IT & Technology,Logistics,Panama,Spot Purchase,2023.0
LC-2022-04372,2022-12-08,Seguridad Total Corp,2166.65,IT & Technology,Sales,USA,Fixed Price,2022.0
LC-2022-04373,2022-04-26,Grupo Logístico del Istmo,9793.31,Maintenance & Repair,Administration,Panama,Fixed Price,2022.0
LC-2022-04374,2022-01-07,Ferremax Industrial,42719.3,Professional Services,IT,Panama,Framework Agreement,2022.0
LC-2023-04375,2023-03-15,Transportes Rápidos S.A.,21843.77,Marketing,Finance,Panama,Fixed Price,2023.0
LC-2023-04376,2023-07-17,Uniforms & Workwear Co.,12952.05,Professional Services,HR,Panama,Spot Purchase,2023.0
LC-2023-04377,2023-04-03,TechSupplies Panama,2109.08,Office Supplies,Procurement,Panama,Framework Agreement,2023.0
LC-2022-04378,2022-10-16,TechSupplies Panama,421040.2,Office Supplies,Administration,Panama,Spot Purchase,2022.0
LC-2022-04379,2022-08-15,Grupo Logístico del Istmo,51758.08,Maintenance & Repair,Legal,Panama,Time & Materials,2022.0
LC-2022-04380,2022-05-30,Grupo Logístico del Istmo,14302.66,Maintenance & Repair,Marketing,Panama,Spot Purchase,2022.0
LC-2023-04381,2023-02-19,Grupo Logístico del Istmo,43851.03,Maintenance & Repair,HR,Panama,Time & Materials,2023.0
LC-2022-04382,2022-01-08,Ferremax Industrial,44865.65,Professional Services,Sales,Panama,Fixed Price,2022.0
LC-2022-04383,2022-02-12,CATERING EXPRESS PANAMA,1807.55,Logistics & Transport,Legal,USA,Spot Purchase,2022.0
LC-2023-04384,2023-12-16,Distribuidora Global S.A.,46050.78,IT & Technology,Finance,Panama,Fixed Price,2023.0
LC-2023-04385,2023-01-09,Transportes Rápidos S.A.,1975.92,Marketing,IT,Panama,Time & Materials,2023.0
LC-2022-04386,2022-10-07,Seguridad Total Corp,2679.69,IT & Technology,IT,Panama,Framework Agreement,2022.0
LC-2022-04387,2022-02-27,Publicidad Digital LATAM,1755.63,Marketing,Legal,Panama,Spot Purchase,2022.0
LC-2022-04388,2022-06-01,IT Solutions Group,573.06,Maintenance & Repair,Marketing,Panama,Fixed Price,2022.0
LC-2022-04389,2022-04-24,Papelería y Más,6116.56,Uniforms & PPE,Sales,Colombia,Framework Agreement,2022.0
LC-2023-04390,2023-07-12,Distribuidora Global S.A.,73303.18,IT & Technology,Finance,Panama,Framework Agreement,2023.0
LC-2023-04391,2023-01-09,Cleaning Pro Services,10639.46,Catering & Food,IT,Panama,Spot Purchase,2023.0
LC-2023-04392,2023-12-27,Seguridad Total Corp,16812.67,IT & Technology,Operations,Panama,Spot Purchase,2023.0
LC-2022-04393,2022-05-03,Transportes Rápidos S.A.,7994.51,Marketing,Operations,Panama,Framework Agreement,2022.0
LC-2022-04394,2022-04-09,ENERGÍA RENOVABLE S.A.,2210.36,Catering & Food,Operations,Colombia,Time & Materials,2022.0
LC-2022-04395,2022-12-16,Oficentro Internacional,99468.53,Logistics & Transport,Operations,Panama,Time & Materials,2022.0
LC-2022-04396,2022-04-05,Uniforms & Workwear Co.,641.45,Professional Services,IT,Panama,Spot Purchase,2022.0
LC-2023-04397,2023-09-12,Grupo Logístico del Istmo,12322.65,Maintenance & Repair,Finance,Panama,Spot Purchase,2023.0
LC-2022-04398,2022-02-01,Ferremax Industrial,11418.16,Professional Services,IT,Colombia,Time & Materials,2022.0
LC-2023-04399,2023-01-23,Grupo Logístico del Istmo,132729.34,Maintenance & Repair,Sales,USA,Fixed Price,2023.0
LC-2023-04400,2023-01-20,DataCenter Solutions,20215.05,Medical Supplies,Procurement,USA,Time & Materials,2023.0
LC-2022-04401,2022-02-14,Transportes Rápidos S.A.,10208.31,Marketing,Logistics,Costa Rica,Framework Agreement,2022.0
LC-2023-04402,2023-08-08,Oficentro Internacional,131441.33,Logistics & Transport,Sales,Panama,Framework Agreement,2023.0
LC-2023-04403,,DataCenter Solutions,1314.32,Medical Supplies,Legal,Panama,Fixed Price,
LC-2023-04404,2023-10-31,MedEquip Latinoamerica,8290.72,Security,Sales,Panama,Time & Materials,2023.0
LC-2022-04405,2022-05-12,DataCenter Solutions,4073.42,Medical Supplies,HR,Panama,Fixed Price,2022.0
LC-2023-04406,2023-06-09,SEGURIDAD TOTAL CORP,17506.42,IT & Technology,Finance,Panama,Spot Purchase,2023.0
LC-2023-04407,2023-08-25,Suministros Médicos del Sur,4134.67,Uniforms & PPE,IT,Panama,Fixed Price,2023.0
LC-2022-04408,2022-02-20,Distribuidora Global S.A.,22881.15,IT & Technology,Marketing,Panama,Spot Purchase,2022.0
LC-2022-04409,2022-12-19,Transportes Rápidos S.A.,11063.01,Marketing,HR,USA,Fixed Price,2022.0
LC-2022-04410,2022-02-20,MedEquip Latinoamerica,18292.63,Security,Procurement,USA,Spot Purchase,2022.0
LC-2022-04411,2022-04-18,Transportes Rápidos S.A.,1803.5,Marketing,Marketing,Panama,Fixed Price,2022.0
LC-2022-04412,2022-01-29,Papelería y Más,4484.52,Uniforms & PPE,Legal,Panama,Spot Purchase,2022.0
LC-2023-04413,2023-08-31,Consultoría Estratégica,1004.59,Medical Supplies,Sales,Panama,Fixed Price,2023.0
LC-2023-04414,2023-02-15,Mantenimiento Integral,115.92,Office Supplies,Finance,Panama,Framework Agreement,2023.0
LC-2022-04415,2022-12-27,Energía Renovable S.A.,6638.82,Catering & Food,Procurement,Panama,Time & Materials,2022.0
LC-2023-04416,2023-10-17,Ferremax Industrial,75409.34,Professional Services,Logistics,Costa Rica,Spot Purchase,2023.0
